"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 09 14:40:52 CST 2020","Wed Dec 09 14:40:53 CST 2020","219","testcase.case","test_home","Testhome_navigation","","","test_big_title[//*[@id=""__layout""]/div/div[2]/div[2]/div[1]-轻松安全可靠接入各类物联网设备平台]",""
"broken","Wed Dec 09 14:39:14 CST 2020","Wed Dec 09 14:39:15 CST 2020","1346","testcase.case","test_home","Testhome_navigation","","","检查解决方案菜单",""
"broken","Wed Dec 09 14:40:28 CST 2020","Wed Dec 09 14:40:43 CST 2020","15256","testcase.case","test_home","Testhome_navigation","","","test_solve_jump[//*[@id=""__layout""]/div/div[2]/div[4]/div[2]/div[1]/div[2]/ul/li[1]-方案诉求]",""
"broken","Wed Dec 09 14:35:08 CST 2020","Wed Dec 09 14:35:23 CST 2020","15714","testcase.case","test_consumer","Test_consumer","","","test_consumer_jump",""
"broken","Wed Dec 09 14:40:53 CST 2020","Wed Dec 09 14:40:53 CST 2020","221","testcase.case","test_home","Testhome_navigation","","","test_big_title[//*[@id=""__layout""]/div/div[2]/div[4]/div[1]-这里有你想要的操作系统解决方案]",""
"broken","Wed Dec 09 14:35:23 CST 2020","Wed Dec 09 14:35:37 CST 2020","13156","testcase.case","test_developer","Test_developer","","","检查oneos下载页面",""
"broken","Wed Dec 09 14:40:55 CST 2020","Wed Dec 09 14:40:55 CST 2020","270","testcase.case","test_home","Testhome_navigation","","","test_bottom_information[电话-//*[@id=""__layout""]/div/div[3]/div/div[1]/div[3]/div[2]/div[2]-400-1100-866]",""
"broken","Wed Dec 09 14:39:45 CST 2020","Wed Dec 09 14:39:59 CST 2020","14493","testcase.case","test_home","Testhome_navigation","","","检查解决方案菜单详情",""
"broken","Wed Dec 09 14:37:01 CST 2020","Wed Dec 09 14:37:15 CST 2020","14015","testcase.case","test_home","Testhome_navigation","","","检查产品功能菜单",""
"broken","Wed Dec 09 14:40:55 CST 2020","Wed Dec 09 14:40:55 CST 2020","223","testcase.case","test_home","Testhome_navigation","","","test_bottom_information[邮箱-//*[@id=""__layout""]/div/div[3]/div/div[1]/div[3]/div[2]/div[3]-cmcc_oneos@cmiot.chinamobile.com.cn]",""
"broken","Wed Dec 09 14:38:44 CST 2020","Wed Dec 09 14:38:46 CST 2020","2214","testcase.case","test_home","Testhome_navigation","","","检查产品功能跳转",""
