"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 09 14:47:52 CST 2020","Wed Dec 09 14:47:56 CST 2020","4216","testcase.case","test_home","Testhome_navigation","","","test_solve_jump[//*[@id=""__layout""]/div/div[2]/div[4]/div[2]/div[1]/div[2]/ul/li[1]-方案诉求]",""
"passed","Wed Dec 09 14:46:17 CST 2020","Wed Dec 09 14:46:17 CST 2020","567","testcase.case","test_home","Testhome_navigation","","","检查产品功能菜单",""
"passed","Wed Dec 09 14:48:13 CST 2020","Wed Dec 09 14:48:14 CST 2020","1158","testcase.case","test_home","Testhome_navigation","","","test_big_title[//*[@id=""__layout""]/div/div[2]/div[2]/div[1]-轻松安全可靠接入各类物联网设备平台]",""
"broken","Wed Dec 09 14:47:12 CST 2020","Wed Dec 09 14:47:24 CST 2020","12361","testcase.case","test_home","Testhome_navigation","","","检查产品功能菜单详情",""
"passed","Wed Dec 09 14:46:15 CST 2020","Wed Dec 09 14:46:16 CST 2020","1107","testcase.case","test_developer","Test_developer","","","检查oneos下载页面",""
"passed","Wed Dec 09 14:46:17 CST 2020","Wed Dec 09 14:46:18 CST 2020","540","testcase.case","test_home","Testhome_navigation","","","检查产品功能菜单",""
"broken","Wed Dec 09 14:46:59 CST 2020","Wed Dec 09 14:47:12 CST 2020","12371","testcase.case","test_home","Testhome_navigation","","","检查产品功能菜单详情",""
"broken","Wed Dec 09 14:48:14 CST 2020","Wed Dec 09 14:48:14 CST 2020","11","testcase.case","test_home","Testhome_navigation","","","test_bottom_information[邮箱-//*[@id=""__layout""]/div/div[3]/div/div[1]/div[3]/div[2]/div[3]-cmcc_oneos@cmiot.chinamobile.com.cn]",""
"passed","Wed Dec 09 14:47:24 CST 2020","Wed Dec 09 14:47:28 CST 2020","3460","testcase.case","test_home","Testhome_navigation","","","检查产品功能跳转",""
"passed","Wed Dec 09 14:47:48 CST 2020","Wed Dec 09 14:47:50 CST 2020","2047","testcase.case","test_home","Testhome_navigation","","","检查解决方案菜单详情",""
"passed","Wed Dec 09 14:48:09 CST 2020","Wed Dec 09 14:48:13 CST 2020","4174","testcase.case","test_home","Testhome_navigation","","","test_solve_jump[//*[@id=""__layout""]/div/div[2]/div[4]/div[2]/div[1]/div[2]/ul/li[5]-方案诉求]",""
"passed","Wed Dec 09 14:47:28 CST 2020","Wed Dec 09 14:47:32 CST 2020","3719","testcase.case","test_home","Testhome_navigation","","","检查产品功能跳转",""
"broken","Wed Dec 09 14:48:14 CST 2020","Wed Dec 09 14:48:14 CST 2020","8","testcase.case","test_home","Testhome_navigation","","","test_big_title[//*[@id=""__layout""]/div/div[2]/div[3]/div[1]-丰富能力满足应用级开发需求]",""
"passed","Wed Dec 09 14:47:42 CST 2020","Wed Dec 09 14:47:44 CST 2020","1972","testcase.case","test_home","Testhome_navigation","","","检查解决方案菜单详情",""
